#node	identifier	category	term ID	term description
EAMY_0509	665029.EAMY_0509	STRING clusters	CL:5592	Mixed, incl. Cytosine catabolic process, and ArsR-like helix-turn-helix domain
gtrB1	665029.EAMY_0951	InterPro	IPR029044	Nucleotide-diphospho-sugar transferases
gtrB3	665029.EAMY_3311	GO Process	GO:0000271	Polysaccharide biosynthetic process
gtrB3	665029.EAMY_3311	GO Process	GO:0005975	Carbohydrate metabolic process
gtrB3	665029.EAMY_3311	GO Process	GO:0005976	Polysaccharide metabolic process
gtrB3	665029.EAMY_3311	GO Process	GO:0006629	Lipid metabolic process
gtrB3	665029.EAMY_3311	GO Process	GO:0006643	Membrane lipid metabolic process
gtrB3	665029.EAMY_3311	GO Process	GO:0006644	Phospholipid metabolic process
gtrB3	665029.EAMY_3311	GO Process	GO:0006664	Glycolipid metabolic process
gtrB3	665029.EAMY_3311	GO Process	GO:0006720	Isoprenoid metabolic process
gtrB3	665029.EAMY_3311	GO Process	GO:0006721	Terpenoid metabolic process
gtrB3	665029.EAMY_3311	GO Process	GO:0006793	Phosphorus metabolic process
gtrB3	665029.EAMY_3311	GO Process	GO:0006796	Phosphate-containing compound metabolic process
gtrB3	665029.EAMY_3311	GO Process	GO:0008152	Metabolic process
gtrB3	665029.EAMY_3311	GO Process	GO:0008299	Isoprenoid biosynthetic process
gtrB3	665029.EAMY_3311	GO Process	GO:0008610	Lipid biosynthetic process
gtrB3	665029.EAMY_3311	GO Process	GO:0008653	Lipopolysaccharide metabolic process
gtrB3	665029.EAMY_3311	GO Process	GO:0008654	Phospholipid biosynthetic process
gtrB3	665029.EAMY_3311	GO Process	GO:0009058	Biosynthetic process
gtrB3	665029.EAMY_3311	GO Process	GO:0009059	Macromolecule biosynthetic process
gtrB3	665029.EAMY_3311	GO Process	GO:0009103	Lipopolysaccharide biosynthetic process
gtrB3	665029.EAMY_3311	GO Process	GO:0009245	Lipid A biosynthetic process
gtrB3	665029.EAMY_3311	GO Process	GO:0009247	Glycolipid biosynthetic process
gtrB3	665029.EAMY_3311	GO Process	GO:0009311	Oligosaccharide metabolic process
gtrB3	665029.EAMY_3311	GO Process	GO:0009312	Oligosaccharide biosynthetic process
gtrB3	665029.EAMY_3311	GO Process	GO:0009987	Cellular process
gtrB3	665029.EAMY_3311	GO Process	GO:0016051	Carbohydrate biosynthetic process
gtrB3	665029.EAMY_3311	GO Process	GO:0016114	Terpenoid biosynthetic process
gtrB3	665029.EAMY_3311	GO Process	GO:0019637	Organophosphate metabolic process
gtrB3	665029.EAMY_3311	GO Process	GO:0033692	Cellular polysaccharide biosynthetic process
gtrB3	665029.EAMY_3311	GO Process	GO:0034637	Cellular carbohydrate biosynthetic process
gtrB3	665029.EAMY_3311	GO Process	GO:0034645	Cellular macromolecule biosynthetic process
gtrB3	665029.EAMY_3311	GO Process	GO:0036107	4-amino-4-deoxy-alpha-L-arabinopyranosyl undecaprenyl phosphate metabolic process
gtrB3	665029.EAMY_3311	GO Process	GO:0036108	4-amino-4-deoxy-alpha-L-arabinopyranosyl undecaprenyl phosphate biosynthetic process
gtrB3	665029.EAMY_3311	GO Process	GO:0042221	Response to chemical
gtrB3	665029.EAMY_3311	GO Process	GO:0043170	Macromolecule metabolic process
gtrB3	665029.EAMY_3311	GO Process	GO:0044237	Cellular metabolic process
gtrB3	665029.EAMY_3311	GO Process	GO:0044238	Primary metabolic process
gtrB3	665029.EAMY_3311	GO Process	GO:0044249	Cellular biosynthetic process
gtrB3	665029.EAMY_3311	GO Process	GO:0044255	Cellular lipid metabolic process
gtrB3	665029.EAMY_3311	GO Process	GO:0044260	Cellular macromolecule metabolic process
gtrB3	665029.EAMY_3311	GO Process	GO:0044262	Cellular carbohydrate metabolic process
gtrB3	665029.EAMY_3311	GO Process	GO:0044264	Cellular polysaccharide metabolic process
gtrB3	665029.EAMY_3311	GO Process	GO:0046467	Membrane lipid biosynthetic process
gtrB3	665029.EAMY_3311	GO Process	GO:0046493	Lipid A metabolic process
gtrB3	665029.EAMY_3311	GO Process	GO:0046677	Response to antibiotic
gtrB3	665029.EAMY_3311	GO Process	GO:0050896	Response to stimulus
gtrB3	665029.EAMY_3311	GO Process	GO:0071704	Organic substance metabolic process
gtrB3	665029.EAMY_3311	GO Process	GO:0090407	Organophosphate biosynthetic process
gtrB3	665029.EAMY_3311	GO Process	GO:1901135	Carbohydrate derivative metabolic process
gtrB3	665029.EAMY_3311	GO Process	GO:1901137	Carbohydrate derivative biosynthetic process
gtrB3	665029.EAMY_3311	GO Process	GO:1901269	Lipooligosaccharide metabolic process
gtrB3	665029.EAMY_3311	GO Process	GO:1901271	Lipooligosaccharide biosynthetic process
gtrB3	665029.EAMY_3311	GO Process	GO:1901576	Organic substance biosynthetic process
gtrB3	665029.EAMY_3311	GO Process	GO:1903509	Liposaccharide metabolic process
gtrB3	665029.EAMY_3311	GO Function	GO:0003824	Catalytic activity
gtrB3	665029.EAMY_3311	GO Function	GO:0016740	Transferase activity
gtrB3	665029.EAMY_3311	GO Function	GO:0016757	Glycosyltransferase activity
gtrB3	665029.EAMY_3311	GO Function	GO:0016763	Pentosyltransferase activity
gtrB3	665029.EAMY_3311	GO Function	GO:0016772	Transferase activity, transferring phosphorus-containing groups
gtrB3	665029.EAMY_3311	GO Function	GO:0016780	Phosphotransferase activity, for other substituted phosphate groups
gtrB3	665029.EAMY_3311	GO Function	GO:0099621	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase activity
gtrB3	665029.EAMY_3311	GO Component	GO:0005886	Plasma membrane
gtrB3	665029.EAMY_3311	GO Component	GO:0016020	Membrane
gtrB3	665029.EAMY_3311	GO Component	GO:0016021	Integral component of membrane
gtrB3	665029.EAMY_3311	GO Component	GO:0031224	Intrinsic component of membrane
gtrB3	665029.EAMY_3311	GO Component	GO:0071944	Cell periphery
gtrB3	665029.EAMY_3311	GO Component	GO:0110165	Cellular anatomical entity
gtrB3	665029.EAMY_3311	STRING clusters	CL:3109	Polysaccharide biosynthetic process, and Galactose metabolism
gtrB3	665029.EAMY_3311	STRING clusters	CL:3238	Lipid A metabolic process, and Glucosyl transferase II
gtrB3	665029.EAMY_3311	STRING clusters	CL:3239	Lipid A biosynthesis, and Glucosyl transferase II
gtrB3	665029.EAMY_3311	COMPARTMENTS	GOCC:0005886	Plasma membrane
gtrB3	665029.EAMY_3311	COMPARTMENTS	GOCC:0016020	Membrane
gtrB3	665029.EAMY_3311	COMPARTMENTS	GOCC:0071944	Cell periphery
gtrB3	665029.EAMY_3311	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
gtrB3	665029.EAMY_3311	UniProt Keywords	KW-0328	Glycosyltransferase
gtrB3	665029.EAMY_3311	UniProt Keywords	KW-0472	Membrane
gtrB3	665029.EAMY_3311	UniProt Keywords	KW-0808	Transferase
gtrB3	665029.EAMY_3311	UniProt Keywords	KW-0812	Transmembrane
gtrB3	665029.EAMY_3311	UniProt Keywords	KW-1133	Transmembrane helix
gtrB3	665029.EAMY_3311	Pfam	PF00535	Glycosyl transferase family 2
gtrB3	665029.EAMY_3311	InterPro	IPR001173	Glycosyltransferase 2-like
gtrB3	665029.EAMY_3311	InterPro	IPR029044	Nucleotide-diphospho-sugar transferases
marR	665029.EAMY_1420	GO Process	GO:0006355	Regulation of transcription, DNA-templated
marR	665029.EAMY_1420	GO Process	GO:0009889	Regulation of biosynthetic process
marR	665029.EAMY_1420	GO Process	GO:0010468	Regulation of gene expression
marR	665029.EAMY_1420	GO Process	GO:0010556	Regulation of macromolecule biosynthetic process
marR	665029.EAMY_1420	GO Process	GO:0019219	Regulation of nucleobase-containing compound metabolic process
marR	665029.EAMY_1420	GO Process	GO:0019222	Regulation of metabolic process
marR	665029.EAMY_1420	GO Process	GO:0031323	Regulation of cellular metabolic process
marR	665029.EAMY_1420	GO Process	GO:0031326	Regulation of cellular biosynthetic process
marR	665029.EAMY_1420	GO Process	GO:0050789	Regulation of biological process
marR	665029.EAMY_1420	GO Process	GO:0050794	Regulation of cellular process
marR	665029.EAMY_1420	GO Process	GO:0051171	Regulation of nitrogen compound metabolic process
marR	665029.EAMY_1420	GO Process	GO:0051252	Regulation of RNA metabolic process
marR	665029.EAMY_1420	GO Process	GO:0060255	Regulation of macromolecule metabolic process
marR	665029.EAMY_1420	GO Process	GO:0065007	Biological regulation
marR	665029.EAMY_1420	GO Process	GO:0080090	Regulation of primary metabolic process
marR	665029.EAMY_1420	GO Process	GO:1903506	Regulation of nucleic acid-templated transcription
marR	665029.EAMY_1420	GO Process	GO:2001141	Regulation of RNA biosynthetic process
marR	665029.EAMY_1420	GO Function	GO:0003676	Nucleic acid binding
marR	665029.EAMY_1420	GO Function	GO:0003677	DNA binding
marR	665029.EAMY_1420	GO Function	GO:0003700	DNA-binding transcription factor activity
marR	665029.EAMY_1420	GO Function	GO:0005488	Binding
marR	665029.EAMY_1420	GO Function	GO:0097159	Organic cyclic compound binding
marR	665029.EAMY_1420	GO Function	GO:0140110	Transcription regulator activity
marR	665029.EAMY_1420	GO Function	GO:1901363	Heterocyclic compound binding
marR	665029.EAMY_1420	STRING clusters	CL:4888	Mixed, incl. Major facilitator superfamily, and Acriflavin resistance protein
marR	665029.EAMY_1420	STRING clusters	CL:4889	Mixed, incl. Acriflavin resistance protein, and RND efflux pump, membrane fusion protein, barrel-sandwich domain
marR	665029.EAMY_1420	STRING clusters	CL:4890	Mixed, incl. Acriflavin resistance protein, and RND efflux pump, membrane fusion protein, barrel-sandwich domain
marR	665029.EAMY_1420	STRING clusters	CL:4938	Mixed, incl. RND efflux system, outer membrane lipoprotein, NodT, and Transcription regulators MarR/SlyA-like
marR	665029.EAMY_1420	COMPARTMENTS	GOCC:0005622	Intracellular
marR	665029.EAMY_1420	COMPARTMENTS	GOCC:0005737	Cytoplasm
marR	665029.EAMY_1420	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
marR	665029.EAMY_1420	InterPro	IPR000835	MarR-type HTH domain
marR	665029.EAMY_1420	InterPro	IPR036388	Winged helix-like DNA-binding domain superfamily
marR	665029.EAMY_1420	InterPro	IPR036390	Winged helix DNA-binding domain superfamily
marR	665029.EAMY_1420	InterPro	IPR039422	Transcription regulators MarR/SlyA-like
marR	665029.EAMY_1420	SMART	SM00347	Helix_turn_helix multiple antibiotic resistance protein
mdtA	665029.EAMY_0683	GO Process	GO:0006810	Transport
mdtA	665029.EAMY_0683	GO Process	GO:0009987	Cellular process
mdtA	665029.EAMY_0683	GO Process	GO:0051179	Localization
mdtA	665029.EAMY_0683	GO Process	GO:0051234	Establishment of localization
mdtA	665029.EAMY_0683	GO Process	GO:0055085	Transmembrane transport
mdtA	665029.EAMY_0683	GO Function	GO:0005215	Transporter activity
mdtA	665029.EAMY_0683	GO Function	GO:0022857	Transmembrane transporter activity
mdtA	665029.EAMY_0683	GO Component	GO:0005886	Plasma membrane
mdtA	665029.EAMY_0683	GO Component	GO:0016020	Membrane
mdtA	665029.EAMY_0683	GO Component	GO:0071944	Cell periphery
mdtA	665029.EAMY_0683	GO Component	GO:0110165	Cellular anatomical entity
mdtA	665029.EAMY_0683	STRING clusters	CL:4888	Mixed, incl. Major facilitator superfamily, and Acriflavin resistance protein
mdtA	665029.EAMY_0683	STRING clusters	CL:4889	Mixed, incl. Acriflavin resistance protein, and RND efflux pump, membrane fusion protein, barrel-sandwich domain
mdtA	665029.EAMY_0683	STRING clusters	CL:4890	Mixed, incl. Acriflavin resistance protein, and RND efflux pump, membrane fusion protein, barrel-sandwich domain
mdtA	665029.EAMY_0683	STRING clusters	CL:4891	Mixed, incl. Acriflavin resistance protein, and RND efflux pump, membrane fusion protein, barrel-sandwich domain
mdtA	665029.EAMY_0683	STRING clusters	CL:4893	Mixed, incl. Acriflavin resistance protein, and Biotin-lipoyl like
mdtA	665029.EAMY_0683	STRING clusters	CL:4895	Acriflavin resistance protein, and Biotin-lipoyl like
mdtA	665029.EAMY_0683	KEGG	eam02020	Two-component system
mdtA	665029.EAMY_0683	COMPARTMENTS	GOCC:0016020	Membrane
mdtA	665029.EAMY_0683	COMPARTMENTS	GOCC:0016021	Integral component of membrane
mdtA	665029.EAMY_0683	COMPARTMENTS	GOCC:0031224	Intrinsic component of membrane
mdtA	665029.EAMY_0683	COMPARTMENTS	GOCC:0032991	Protein-containing complex
mdtA	665029.EAMY_0683	COMPARTMENTS	GOCC:0098796	Membrane protein complex
mdtA	665029.EAMY_0683	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
mdtA	665029.EAMY_0683	COMPARTMENTS	GOCC:1902495	Transmembrane transporter complex
mdtA	665029.EAMY_0683	COMPARTMENTS	GOCC:1990195	Macrolide transmembrane transporter complex
mdtA	665029.EAMY_0683	COMPARTMENTS	GOCC:1990351	Transporter complex
mdtA	665029.EAMY_0683	UniProt Keywords	KW-0472	Membrane
mdtA	665029.EAMY_0683	UniProt Keywords	KW-0812	Transmembrane
mdtA	665029.EAMY_0683	UniProt Keywords	KW-0813	Transport
mdtA	665029.EAMY_0683	UniProt Keywords	KW-0997	Cell inner membrane
mdtA	665029.EAMY_0683	UniProt Keywords	KW-1003	Cell membrane
mdtA	665029.EAMY_0683	UniProt Keywords	KW-1133	Transmembrane helix
mdtA	665029.EAMY_0683	Pfam	PF13437	HlyD family secretion protein
mdtA	665029.EAMY_0683	Pfam	PF13533	Biotin-lipoyl like
mdtA	665029.EAMY_0683	InterPro	IPR006143	RND efflux pump, membrane fusion protein
mdtA	665029.EAMY_0683	InterPro	IPR032317	RND efflux pump, membrane fusion protein, barrel-sandwich domain
mdtB	665029.EAMY_0684	GO Process	GO:0006810	Transport
mdtB	665029.EAMY_0684	GO Process	GO:0009987	Cellular process
mdtB	665029.EAMY_0684	GO Process	GO:0051179	Localization
mdtB	665029.EAMY_0684	GO Process	GO:0051234	Establishment of localization
mdtB	665029.EAMY_0684	GO Process	GO:0055085	Transmembrane transport
mdtB	665029.EAMY_0684	GO Function	GO:0005215	Transporter activity
mdtB	665029.EAMY_0684	GO Function	GO:0022857	Transmembrane transporter activity
mdtB	665029.EAMY_0684	GO Component	GO:0005886	Plasma membrane
mdtB	665029.EAMY_0684	GO Component	GO:0016020	Membrane
mdtB	665029.EAMY_0684	GO Component	GO:0016021	Integral component of membrane
mdtB	665029.EAMY_0684	GO Component	GO:0031224	Intrinsic component of membrane
mdtB	665029.EAMY_0684	GO Component	GO:0071944	Cell periphery
mdtB	665029.EAMY_0684	GO Component	GO:0110165	Cellular anatomical entity
mdtB	665029.EAMY_0684	STRING clusters	CL:4888	Mixed, incl. Major facilitator superfamily, and Acriflavin resistance protein
mdtB	665029.EAMY_0684	STRING clusters	CL:4889	Mixed, incl. Acriflavin resistance protein, and RND efflux pump, membrane fusion protein, barrel-sandwich domain
mdtB	665029.EAMY_0684	STRING clusters	CL:4890	Mixed, incl. Acriflavin resistance protein, and RND efflux pump, membrane fusion protein, barrel-sandwich domain
mdtB	665029.EAMY_0684	STRING clusters	CL:4891	Mixed, incl. Acriflavin resistance protein, and RND efflux pump, membrane fusion protein, barrel-sandwich domain
mdtB	665029.EAMY_0684	STRING clusters	CL:4893	Mixed, incl. Acriflavin resistance protein, and Biotin-lipoyl like
mdtB	665029.EAMY_0684	STRING clusters	CL:4895	Acriflavin resistance protein, and Biotin-lipoyl like
mdtB	665029.EAMY_0684	KEGG	eam02020	Two-component system
mdtB	665029.EAMY_0684	COMPARTMENTS	GOCC:0005886	Plasma membrane
mdtB	665029.EAMY_0684	COMPARTMENTS	GOCC:0016020	Membrane
mdtB	665029.EAMY_0684	COMPARTMENTS	GOCC:0071944	Cell periphery
mdtB	665029.EAMY_0684	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
mdtB	665029.EAMY_0684	UniProt Keywords	KW-0472	Membrane
mdtB	665029.EAMY_0684	UniProt Keywords	KW-0812	Transmembrane
mdtB	665029.EAMY_0684	UniProt Keywords	KW-1133	Transmembrane helix
mdtB	665029.EAMY_0684	Pfam	PF03176	MMPL family
mdtB	665029.EAMY_0684	InterPro	IPR001036	Acriflavin resistance protein
mdtB	665029.EAMY_0684	InterPro	IPR027463	Multidrug efflux transporter AcrB TolC docking domain, DN/DC subdomains
mdtC	665029.EAMY_0685	GO Process	GO:0006810	Transport
mdtC	665029.EAMY_0685	GO Process	GO:0009987	Cellular process
mdtC	665029.EAMY_0685	GO Process	GO:0051179	Localization
mdtC	665029.EAMY_0685	GO Process	GO:0051234	Establishment of localization
mdtC	665029.EAMY_0685	GO Process	GO:0055085	Transmembrane transport
mdtC	665029.EAMY_0685	GO Function	GO:0005215	Transporter activity
mdtC	665029.EAMY_0685	GO Function	GO:0022857	Transmembrane transporter activity
mdtC	665029.EAMY_0685	GO Component	GO:0005886	Plasma membrane
mdtC	665029.EAMY_0685	GO Component	GO:0016020	Membrane
mdtC	665029.EAMY_0685	GO Component	GO:0016021	Integral component of membrane
mdtC	665029.EAMY_0685	GO Component	GO:0031224	Intrinsic component of membrane
mdtC	665029.EAMY_0685	GO Component	GO:0071944	Cell periphery
mdtC	665029.EAMY_0685	GO Component	GO:0110165	Cellular anatomical entity
mdtC	665029.EAMY_0685	STRING clusters	CL:4888	Mixed, incl. Major facilitator superfamily, and Acriflavin resistance protein
mdtC	665029.EAMY_0685	STRING clusters	CL:4889	Mixed, incl. Acriflavin resistance protein, and RND efflux pump, membrane fusion protein, barrel-sandwich domain
mdtC	665029.EAMY_0685	STRING clusters	CL:4890	Mixed, incl. Acriflavin resistance protein, and RND efflux pump, membrane fusion protein, barrel-sandwich domain
mdtC	665029.EAMY_0685	STRING clusters	CL:4891	Mixed, incl. Acriflavin resistance protein, and RND efflux pump, membrane fusion protein, barrel-sandwich domain
mdtC	665029.EAMY_0685	STRING clusters	CL:4893	Mixed, incl. Acriflavin resistance protein, and Biotin-lipoyl like
mdtC	665029.EAMY_0685	STRING clusters	CL:4895	Acriflavin resistance protein, and Biotin-lipoyl like
mdtC	665029.EAMY_0685	KEGG	eam02020	Two-component system
mdtC	665029.EAMY_0685	COMPARTMENTS	GOCC:0005886	Plasma membrane
mdtC	665029.EAMY_0685	COMPARTMENTS	GOCC:0016020	Membrane
mdtC	665029.EAMY_0685	COMPARTMENTS	GOCC:0071944	Cell periphery
mdtC	665029.EAMY_0685	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
mdtC	665029.EAMY_0685	UniProt Keywords	KW-0472	Membrane
mdtC	665029.EAMY_0685	UniProt Keywords	KW-0812	Transmembrane
mdtC	665029.EAMY_0685	UniProt Keywords	KW-1133	Transmembrane helix
mdtC	665029.EAMY_0685	Pfam	PF02355	Protein export membrane protein
mdtC	665029.EAMY_0685	InterPro	IPR001036	Acriflavin resistance protein
mdtC	665029.EAMY_0685	InterPro	IPR027463	Multidrug efflux transporter AcrB TolC docking domain, DN/DC subdomains
mdtI	665029.EAMY_0507	GO Process	GO:0006810	Transport
mdtI	665029.EAMY_0507	GO Process	GO:0006811	Ion transport
mdtI	665029.EAMY_0507	GO Process	GO:0006812	Cation transport
mdtI	665029.EAMY_0507	GO Process	GO:0009987	Cellular process
mdtI	665029.EAMY_0507	GO Process	GO:0015695	Organic cation transport
mdtI	665029.EAMY_0507	GO Process	GO:0015846	Polyamine transport
mdtI	665029.EAMY_0507	GO Process	GO:0015848	Spermidine transport
mdtI	665029.EAMY_0507	GO Process	GO:0034220	Ion transmembrane transport
mdtI	665029.EAMY_0507	GO Process	GO:0042221	Response to chemical
mdtI	665029.EAMY_0507	GO Process	GO:0050896	Response to stimulus
mdtI	665029.EAMY_0507	GO Process	GO:0051179	Localization
mdtI	665029.EAMY_0507	GO Process	GO:0051234	Establishment of localization
mdtI	665029.EAMY_0507	GO Process	GO:0055085	Transmembrane transport
mdtI	665029.EAMY_0507	GO Process	GO:0071702	Organic substance transport
mdtI	665029.EAMY_0507	GO Process	GO:0071705	Nitrogen compound transport
mdtI	665029.EAMY_0507	GO Process	GO:0098655	Cation transmembrane transport
mdtI	665029.EAMY_0507	GO Process	GO:1902047	Polyamine transmembrane transport
mdtI	665029.EAMY_0507	GO Process	GO:1903711	Spermidine transmembrane transport
mdtI	665029.EAMY_0507	GO Function	GO:0005215	Transporter activity
mdtI	665029.EAMY_0507	GO Function	GO:0008324	Cation transmembrane transporter activity
mdtI	665029.EAMY_0507	GO Function	GO:0015075	Ion transmembrane transporter activity
mdtI	665029.EAMY_0507	GO Function	GO:0015101	Organic cation transmembrane transporter activity
mdtI	665029.EAMY_0507	GO Function	GO:0015203	Polyamine transmembrane transporter activity
mdtI	665029.EAMY_0507	GO Function	GO:0015606	Spermidine transmembrane transporter activity
mdtI	665029.EAMY_0507	GO Function	GO:0022857	Transmembrane transporter activity
mdtI	665029.EAMY_0507	GO Component	GO:0005886	Plasma membrane
mdtI	665029.EAMY_0507	GO Component	GO:0005887	Integral component of plasma membrane
mdtI	665029.EAMY_0507	GO Component	GO:0016020	Membrane
mdtI	665029.EAMY_0507	GO Component	GO:0016021	Integral component of membrane
mdtI	665029.EAMY_0507	GO Component	GO:0031224	Intrinsic component of membrane
mdtI	665029.EAMY_0507	GO Component	GO:0031226	Intrinsic component of plasma membrane
mdtI	665029.EAMY_0507	GO Component	GO:0071944	Cell periphery
mdtI	665029.EAMY_0507	GO Component	GO:0110165	Cellular anatomical entity
mdtI	665029.EAMY_0507	STRING clusters	CL:5592	Mixed, incl. Cytosine catabolic process, and ArsR-like helix-turn-helix domain
mdtI	665029.EAMY_0507	STRING clusters	CL:5593	Mixed, incl. Cytosine catabolic process, and Spermidine transport
mdtI	665029.EAMY_0507	STRING clusters	CL:5594	Mixed, incl. Spermidine transport, and PAS fold
mdtI	665029.EAMY_0507	COMPARTMENTS	GOCC:0005886	Plasma membrane
mdtI	665029.EAMY_0507	COMPARTMENTS	GOCC:0016020	Membrane
mdtI	665029.EAMY_0507	COMPARTMENTS	GOCC:0071944	Cell periphery
mdtI	665029.EAMY_0507	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
mdtI	665029.EAMY_0507	UniProt Keywords	KW-0472	Membrane
mdtI	665029.EAMY_0507	UniProt Keywords	KW-0812	Transmembrane
mdtI	665029.EAMY_0507	UniProt Keywords	KW-0813	Transport
mdtI	665029.EAMY_0507	UniProt Keywords	KW-0997	Cell inner membrane
mdtI	665029.EAMY_0507	UniProt Keywords	KW-1003	Cell membrane
mdtI	665029.EAMY_0507	UniProt Keywords	KW-1133	Transmembrane helix
mdtI	665029.EAMY_0507	Pfam	PF00893	Small Multidrug Resistance protein
mdtI	665029.EAMY_0507	InterPro	IPR000390	Small drug/metabolite transporter protein family
mdtI	665029.EAMY_0507	InterPro	IPR023737	Spermidine export protein MdtI
mdtI	665029.EAMY_0507	InterPro	IPR045324	Small multidrug resistance protein
mdtJ	665029.EAMY_0508	GO Process	GO:0006810	Transport
mdtJ	665029.EAMY_0508	GO Process	GO:0006811	Ion transport
mdtJ	665029.EAMY_0508	GO Process	GO:0006812	Cation transport
mdtJ	665029.EAMY_0508	GO Process	GO:0009987	Cellular process
mdtJ	665029.EAMY_0508	GO Process	GO:0015695	Organic cation transport
mdtJ	665029.EAMY_0508	GO Process	GO:0015846	Polyamine transport
mdtJ	665029.EAMY_0508	GO Process	GO:0015848	Spermidine transport
mdtJ	665029.EAMY_0508	GO Process	GO:0034220	Ion transmembrane transport
mdtJ	665029.EAMY_0508	GO Process	GO:0042221	Response to chemical
mdtJ	665029.EAMY_0508	GO Process	GO:0050896	Response to stimulus
mdtJ	665029.EAMY_0508	GO Process	GO:0051179	Localization
mdtJ	665029.EAMY_0508	GO Process	GO:0051234	Establishment of localization
mdtJ	665029.EAMY_0508	GO Process	GO:0055085	Transmembrane transport
mdtJ	665029.EAMY_0508	GO Process	GO:0071702	Organic substance transport
mdtJ	665029.EAMY_0508	GO Process	GO:0071705	Nitrogen compound transport
mdtJ	665029.EAMY_0508	GO Process	GO:0098655	Cation transmembrane transport
mdtJ	665029.EAMY_0508	GO Process	GO:1902047	Polyamine transmembrane transport
mdtJ	665029.EAMY_0508	GO Process	GO:1903711	Spermidine transmembrane transport
mdtJ	665029.EAMY_0508	GO Function	GO:0005215	Transporter activity
mdtJ	665029.EAMY_0508	GO Function	GO:0008324	Cation transmembrane transporter activity
mdtJ	665029.EAMY_0508	GO Function	GO:0015075	Ion transmembrane transporter activity
mdtJ	665029.EAMY_0508	GO Function	GO:0015101	Organic cation transmembrane transporter activity
mdtJ	665029.EAMY_0508	GO Function	GO:0015203	Polyamine transmembrane transporter activity
mdtJ	665029.EAMY_0508	GO Function	GO:0015606	Spermidine transmembrane transporter activity
mdtJ	665029.EAMY_0508	GO Function	GO:0022857	Transmembrane transporter activity
mdtJ	665029.EAMY_0508	GO Component	GO:0005886	Plasma membrane
mdtJ	665029.EAMY_0508	GO Component	GO:0005887	Integral component of plasma membrane
mdtJ	665029.EAMY_0508	GO Component	GO:0016020	Membrane
mdtJ	665029.EAMY_0508	GO Component	GO:0016021	Integral component of membrane
mdtJ	665029.EAMY_0508	GO Component	GO:0031224	Intrinsic component of membrane
mdtJ	665029.EAMY_0508	GO Component	GO:0031226	Intrinsic component of plasma membrane
mdtJ	665029.EAMY_0508	GO Component	GO:0071944	Cell periphery
mdtJ	665029.EAMY_0508	GO Component	GO:0110165	Cellular anatomical entity
mdtJ	665029.EAMY_0508	STRING clusters	CL:5592	Mixed, incl. Cytosine catabolic process, and ArsR-like helix-turn-helix domain
mdtJ	665029.EAMY_0508	STRING clusters	CL:5593	Mixed, incl. Cytosine catabolic process, and Spermidine transport
mdtJ	665029.EAMY_0508	STRING clusters	CL:5594	Mixed, incl. Spermidine transport, and PAS fold
mdtJ	665029.EAMY_0508	COMPARTMENTS	GOCC:0005886	Plasma membrane
mdtJ	665029.EAMY_0508	COMPARTMENTS	GOCC:0016020	Membrane
mdtJ	665029.EAMY_0508	COMPARTMENTS	GOCC:0071944	Cell periphery
mdtJ	665029.EAMY_0508	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
mdtJ	665029.EAMY_0508	UniProt Keywords	KW-0472	Membrane
mdtJ	665029.EAMY_0508	UniProt Keywords	KW-0812	Transmembrane
mdtJ	665029.EAMY_0508	UniProt Keywords	KW-0813	Transport
mdtJ	665029.EAMY_0508	UniProt Keywords	KW-0997	Cell inner membrane
mdtJ	665029.EAMY_0508	UniProt Keywords	KW-1003	Cell membrane
mdtJ	665029.EAMY_0508	UniProt Keywords	KW-1133	Transmembrane helix
mdtJ	665029.EAMY_0508	Pfam	PF00893	Small Multidrug Resistance protein
mdtJ	665029.EAMY_0508	InterPro	IPR000390	Small drug/metabolite transporter protein family
mdtJ	665029.EAMY_0508	InterPro	IPR045324	Small multidrug resistance protein
mrcA	665029.EAMY_3437	GO Process	GO:0000270	Peptidoglycan metabolic process
mrcA	665029.EAMY_3437	GO Process	GO:0006022	Aminoglycan metabolic process
mrcA	665029.EAMY_3437	GO Process	GO:0006023	Aminoglycan biosynthetic process
mrcA	665029.EAMY_3437	GO Process	GO:0006024	Glycosaminoglycan biosynthetic process
mrcA	665029.EAMY_3437	GO Process	GO:0006508	Proteolysis
mrcA	665029.EAMY_3437	GO Process	GO:0006807	Nitrogen compound metabolic process
mrcA	665029.EAMY_3437	GO Process	GO:0008152	Metabolic process
mrcA	665029.EAMY_3437	GO Process	GO:0009058	Biosynthetic process
mrcA	665029.EAMY_3437	GO Process	GO:0009059	Macromolecule biosynthetic process
mrcA	665029.EAMY_3437	GO Process	GO:0009252	Peptidoglycan biosynthetic process
mrcA	665029.EAMY_3437	GO Process	GO:0009273	Peptidoglycan-based cell wall biogenesis
mrcA	665029.EAMY_3437	GO Process	GO:0009987	Cellular process
mrcA	665029.EAMY_3437	GO Process	GO:0019538	Protein metabolic process
